Comunidades y Ciudades Autónomas;Periodo;Total
07 Castilla y León;1973M07;1721
07 Castilla y León;1973M06;158
07 Castilla y León;1973M05;1711
07 Castilla y León;1973M04;1768
07 Castilla y León;1973M03;2013
07 Castilla y León;1973M02;2197
07 Castilla y León;1973M01;3697
07 Castilla y León;1972M12;213
07 Castilla y León;1972M11;1824
07 Castilla y León;1972M10;1813
07 Castilla y León;1972M09;1613
07 Castilla y León;1972M08;1674
07 Castilla y León;1972M07;1732
07 Castilla y León;1972M06;1657
07 Castilla y León;1972M05;1883
07 Castilla y León;1972M04;1871
07 Castilla y León;1972M03;2119
07 Castilla y León;1972M02;2146
07 Castilla y León;1972M01;2586
07 Castilla y León;1971M12;2665
07 Castilla y León;1971M11;2543
07 Castilla y León;1971M10;1857
07 Castilla y León;1971M09;162
07 Castilla y León;1971M08;1676
07 Castilla y León;1971M07;1747
07 Castilla y León;1971M06;186
07 Castilla y León;1971M05;1915
07 Castilla y León;1971M04;1981
07 Castilla y León;1971M03;2325
07 Castilla y León;1971M02;2219
07 Castilla y León;1971M01;2832
07 Castilla y León;1970M12;2376
07 Castilla y León;1970M11;1838
07 Castilla y León;1970M10;1837
07 Castilla y León;1970M09;1637
07 Castilla y León;1970M08;1787
07 Castilla y León;1970M07;1741
07 Castilla y León;1970M06;1643
07 Castilla y León;1970M05;1868
07 Castilla y León;1970M04;1999
07 Castilla y León;1970M03;2425
07 Castilla y León;1970M02;2094
07 Castilla y León;1970M01;2513
07 Castilla y León;1969M12;2696
07 Castilla y León;1969M11;2563
07 Castilla y León;1969M10;217
07 Castilla y León;1969M09;1852
07 Castilla y León;1969M08;1868
07 Castilla y León;1969M07;1872
07 Castilla y León;1969M06;182
07 Castilla y León;1969M05;2058
07 Castilla y León;1969M04;2074
07 Castilla y León;1969M03;2262
07 Castilla y León;1969M02;2228
07 Castilla y León;1969M01;2488
07 Castilla y León;1968M12;2175
07 Castilla y León;1968M11;186
07 Castilla y León;1968M10;1753
07 Castilla y León;1968M09;1583
07 Castilla y León;1968M08;1792
07 Castilla y León;1968M07;1801
07 Castilla y León;1968M06;177
07 Castilla y León;1968M05;1896
07 Castilla y León;1968M04;2092
07 Castilla y León;1968M03;2467
07 Castilla y León;1968M02;2788
07 Castilla y León;1968M01;2426
07 Castilla y León;1967M12;2407
07 Castilla y León;1967M11;193
07 Castilla y León;1967M10;1713
07 Castilla y León;1967M09;1739
07 Castilla y León;1967M08;1856
07 Castilla y León;1967M07;1932
07 Castilla y León;1967M06;175
07 Castilla y León;1967M05;1912
07 Castilla y León;1967M04;2046
07 Castilla y León;1967M03;2191
07 Castilla y León;1967M02;2366
07 Castilla y León;1967M01;279
07 Castilla y León;1966M12;2451
07 Castilla y León;1966M11;2228
07 Castilla y León;1966M10;1793
07 Castilla y León;1966M09;1775
07 Castilla y León;1966M08;1848
07 Castilla y León;1966M07;1851
07 Castilla y León;1966M06;175
07 Castilla y León;1966M05;2101
07 Castilla y León;1966M04;2278
07 Castilla y León;1966M03;2338
07 Castilla y León;1966M02;1971
07 Castilla y León;1966M01;2313
07 Castilla y León;1965M12;2263
07 Castilla y León;1965M11;1898
07 Castilla y León;1965M10;1833
07 Castilla y León;1965M09;1786
07 Castilla y León;1965M08;1786
07 Castilla y León;1965M07;1666
07 Castilla y León;1965M06;1864
07 Castilla y León;1965M05;1993
07 Castilla y León;1965M04;2066
07 Castilla y León;1965M03;2574
07 Castilla y León;1965M02;2347
07 Castilla y León;1965M01;2774
07 Castilla y León;1964M12;2602
07 Castilla y León;1964M11;2036
07 Castilla y León;1964M10;1949
07 Castilla y León;1964M09;1794
07 Castilla y León;1964M08;1815
07 Castilla y León;1964M07;1807
07 Castilla y León;1964M06;1664
07 Castilla y León;1964M05;187
07 Castilla y León;1964M04;2285
07 Castilla y León;1964M03;2611
07 Castilla y León;1964M02;2598
07 Castilla y León;1964M01;2826
07 Castilla y León;1963M12;2637
07 Castilla y León;1963M11;2015
07 Castilla y León;1963M10;186
07 Castilla y León;1963M09;1736
07 Castilla y León;1963M08;1778
07 Castilla y León;1963M07;1825
07 Castilla y León;1963M06;1969
07 Castilla y León;1963M05;2116
07 Castilla y León;1963M04;2514
07 Castilla y León;1963M03;2857
07 Castilla y León;1963M02;3004
07 Castilla y León;1963M01;2857
07 Castilla y León;1962M12;2948
07 Castilla y León;1962M11;2261
07 Castilla y León;1962M10;1965
07 Castilla y León;1962M09;1778
07 Castilla y León;1962M08;1881
07 Castilla y León;1962M07;1799
07 Castilla y León;1962M06;1933
07 Castilla y León;1962M05;1932
07 Castilla y León;1962M04;2155
07 Castilla y León;1962M03;2645
07 Castilla y León;1962M02;2655
07 Castilla y León;1962M01;3544
07 Castilla y León;1961M12;2609
07 Castilla y León;1961M11;2121
07 Castilla y León;1961M10;1995
07 Castilla y León;1961M09;1903
07 Castilla y León;1961M08;199
07 Castilla y León;1961M07;197
07 Castilla y León;1961M06;1935
07 Castilla y León;1961M05;1997
07 Castilla y León;1961M04;2015
07 Castilla y León;1961M03;2352
07 Castilla y León;1961M02;2456
07 Castilla y León;1961M01;2974
07 Castilla y León;1960M12;2732
07 Castilla y León;1960M11;2207
07 Castilla y León;1960M10;202
07 Castilla y León;1960M09;1875
07 Castilla y León;1960M08;1941
07 Castilla y León;1960M07;1905
07 Castilla y León;1960M06;1856
07 Castilla y León;1960M05;2108
07 Castilla y León;1960M04;2219
07 Castilla y León;1960M03;2534
07 Castilla y León;1960M02;2898
07 Castilla y León;1960M01;2713
07 Castilla y León;1959M12;2437
07 Castilla y León;1959M11;2246
07 Castilla y León;1959M10;2155
07 Castilla y León;1959M09;2032
07 Castilla y León;1959M08;2113
07 Castilla y León;1959M07;2123
07 Castilla y León;1959M06;2024
07 Castilla y León;1959M05;2195
07 Castilla y León;1959M04;2594
07 Castilla y León;1959M03;257
07 Castilla y León;1959M02;2575
07 Castilla y León;1959M01;3013
07 Castilla y León;1958M12;2555
07 Castilla y León;1958M11;2125
07 Castilla y León;1958M10;2203
07 Castilla y León;1958M09;2119
07 Castilla y León;1958M08;2118
07 Castilla y León;1958M07;207
07 Castilla y León;1958M06;1917
07 Castilla y León;1958M05;1999
07 Castilla y León;1958M04;2334
07 Castilla y León;1958M03;2323
07 Castilla y León;1958M02;2218
07 Castilla y León;1958M01;2838
07 Castilla y León;1957M12;3088
07 Castilla y León;1957M11;3687
07 Castilla y León;1957M10;3143
07 Castilla y León;1957M09;2146
07 Castilla y León;1957M08;2269
07 Castilla y León;1957M07;2046
07 Castilla y León;1957M06;1943
07 Castilla y León;1957M05;1981
07 Castilla y León;1957M04;2204
07 Castilla y León;1957M03;2582
07 Castilla y León;1957M02;2854
07 Castilla y León;1957M01;3223
07 Castilla y León;1956M12;2973
07 Castilla y León;1956M11;2566
07 Castilla y León;1956M10;2293
07 Castilla y León;1956M09;2173
07 Castilla y León;1956M08;2203
07 Castilla y León;1956M07;2086
07 Castilla y León;1956M06;204
07 Castilla y León;1956M05;237
07 Castilla y León;1956M04;2413
07 Castilla y León;1956M03;2987
07 Castilla y León;1956M02;3687
07 Castilla y León;1956M01;322
07 Castilla y León;1955M12;2671
07 Castilla y León;1955M11;2362
07 Castilla y León;1955M10;2442
07 Castilla y León;1955M09;2258
07 Castilla y León;1955M08;2423
07 Castilla y León;1955M07;2335
07 Castilla y León;1955M06;2076
07 Castilla y León;1955M05;214
07 Castilla y León;1955M04;2217
07 Castilla y León;1955M03;3087
07 Castilla y León;1955M02;2866
07 Castilla y León;1955M01;3248
07 Castilla y León;1954M12;2822
07 Castilla y León;1954M11;2258
07 Castilla y León;1954M10;2324
07 Castilla y León;1954M09;2238
07 Castilla y León;1954M08;2333
07 Castilla y León;1954M07;2202
07 Castilla y León;1954M06;2174
07 Castilla y León;1954M05;2224
07 Castilla y León;1954M04;2371
07 Castilla y León;1954M03;266
07 Castilla y León;1954M02;2902
07 Castilla y León;1954M01;2913
07 Castilla y León;1953M12;2453
07 Castilla y León;1953M11;2266
07 Castilla y León;1953M10;2435
07 Castilla y León;1953M09;2593
07 Castilla y León;1953M08;2472
07 Castilla y León;1953M07;202
07 Castilla y León;1953M06;2034
07 Castilla y León;1953M05;2325
07 Castilla y León;1953M04;2661
07 Castilla y León;1953M03;331
07 Castilla y León;1953M02;2956
07 Castilla y León;1953M01;3291
07 Castilla y León;1952M12;2647
07 Castilla y León;1952M11;2396
07 Castilla y León;1952M10;2231
07 Castilla y León;1952M09;22
07 Castilla y León;1952M08;2541
07 Castilla y León;1952M07;2242
07 Castilla y León;1952M06;2148
07 Castilla y León;1952M05;2443
07 Castilla y León;1952M04;2457
07 Castilla y León;1952M03;2728
07 Castilla y León;1952M02;2872
07 Castilla y León;1952M01;2995
07 Castilla y León;1951M12;2679
07 Castilla y León;1951M11;2586
07 Castilla y León;1951M10;2663
07 Castilla y León;1951M09;2448
07 Castilla y León;1951M08;243
07 Castilla y León;1951M07;2334
07 Castilla y León;1951M06;2195
07 Castilla y León;1951M05;2501
07 Castilla y León;1951M04;2584
07 Castilla y León;1951M03;359
07 Castilla y León;1951M02;4735
07 Castilla y León;1951M01;4707
07 Castilla y León;1950M12;2966
07 Castilla y León;1950M11;2498
07 Castilla y León;1950M10;2597
07 Castilla y León;1950M09;2675
07 Castilla y León;1950M08;29
07 Castilla y León;1950M07;2988
07 Castilla y León;1950M06;2574
07 Castilla y León;1950M05;2575
07 Castilla y León;1950M04;2588
07 Castilla y León;1950M03;2844
07 Castilla y León;1950M02;2977
07 Castilla y León;1950M01;3304
07 Castilla y León;1949M12;3223
07 Castilla y León;1949M11;2716
07 Castilla y León;1949M10;2684
07 Castilla y León;1949M09;2549
07 Castilla y León;1949M08;3174
07 Castilla y León;1949M07;3097
07 Castilla y León;1949M06;2509
07 Castilla y León;1949M05;2629
07 Castilla y León;1949M04;252
07 Castilla y León;1949M03;3096
07 Castilla y León;1949M02;3357
07 Castilla y León;1949M01;3825
07 Castilla y León;1948M12;336
07 Castilla y León;1948M11;2828
07 Castilla y León;1948M10;2845
07 Castilla y León;1948M09;2755
07 Castilla y León;1948M08;3014
07 Castilla y León;1948M07;3071
07 Castilla y León;1948M06;2532
07 Castilla y León;1948M05;2503
07 Castilla y León;1948M04;2549
07 Castilla y León;1948M03;2979
07 Castilla y León;1948M02;3162
07 Castilla y León;1948M01;317
07 Castilla y León;1947M12;3414
07 Castilla y León;1947M11;2601
07 Castilla y León;1947M10;2749
07 Castilla y León;1947M09;283
07 Castilla y León;1947M08;3093
07 Castilla y León;1947M07;2994
07 Castilla y León;1947M06;2332
07 Castilla y León;1947M05;2627
07 Castilla y León;1947M04;3103
07 Castilla y León;1947M03;373
07 Castilla y León;1947M02;3808
07 Castilla y León;1947M01;3903
07 Castilla y León;1946M12;3473
07 Castilla y León;1946M11;309
07 Castilla y León;1946M10;3044
07 Castilla y León;1946M09;3232
07 Castilla y León;1946M08;3954
07 Castilla y León;1946M07;3084
07 Castilla y León;1946M06;272
07 Castilla y León;1946M05;3063
07 Castilla y León;1946M04;2827
07 Castilla y León;1946M03;3315
07 Castilla y León;1946M02;3054
07 Castilla y León;1946M01;3615
07 Castilla y León;1945M12;3399
07 Castilla y León;1945M11;302
07 Castilla y León;1945M10;339
07 Castilla y León;1945M09;3131
07 Castilla y León;1945M08;3611
07 Castilla y León;1945M07;3808
07 Castilla y León;1945M06;2959
07 Castilla y León;1945M05;2795
07 Castilla y León;1945M04;2796
07 Castilla y León;1945M03;3409
07 Castilla y León;1945M02;3314
07 Castilla y León;1945M01;4357
07 Castilla y León;1944M12;328
07 Castilla y León;1944M11;2884
07 Castilla y León;1944M10;3168
07 Castilla y León;1944M09;3201
07 Castilla y León;1944M08;3819
07 Castilla y León;1944M07;3355
07 Castilla y León;1944M06;2545
07 Castilla y León;1944M05;2848
07 Castilla y León;1944M04;2782
07 Castilla y León;1944M03;3778
07 Castilla y León;1944M02;3939
07 Castilla y León;1944M01;47
07 Castilla y León;1943M12;4313
07 Castilla y León;1943M11;3106
07 Castilla y León;1943M10;3098
07 Castilla y León;1943M09;3377
07 Castilla y León;1943M08;4226
07 Castilla y León;1943M07;4452
07 Castilla y León;1943M06;2983
07 Castilla y León;1943M05;2781
07 Castilla y León;1943M04;2892
07 Castilla y León;1943M03;3682
07 Castilla y León;1943M02;3518
07 Castilla y León;1943M01;3463
07 Castilla y León;1942M12;3657
07 Castilla y León;1942M11;3195
07 Castilla y León;1942M10;3539
07 Castilla y León;1942M09;3819
07 Castilla y León;1942M08;4227
07 Castilla y León;1942M07;3318
07 Castilla y León;1942M06;2759
07 Castilla y León;1942M05;3225
07 Castilla y León;1942M04;3233
07 Castilla y León;1942M03;3998
07 Castilla y León;1942M02;3627
07 Castilla y León;1942M01;4205
07 Castilla y León;1941M12;3935
07 Castilla y León;1941M11;4308
07 Castilla y León;1941M10;4599
07 Castilla y León;1941M09;4691
07 Castilla y León;1941M08;4271
07 Castilla y León;1941M07;3304
07 Castilla y León;1941M06;3091
07 Castilla y León;1941M05;3703
07 Castilla y León;1941M04;447
07 Castilla y León;1941M03;4574
07 Castilla y León;1941M02;3932
07 Castilla y León;1941M01;4833
08 Castilla - La Mancha;1974M12;2293
08 Castilla - La Mancha;1974M11;1344
08 Castilla - La Mancha;1974M10;1232
08 Castilla - La Mancha;1974M09;1036
08 Castilla - La Mancha;1974M08;1215
08 Castilla - La Mancha;1974M07;1251
08 Castilla - La Mancha;1974M06;1024
08 Castilla - La Mancha;1974M05;1289
08 Castilla - La Mancha;1974M04;1239
08 Castilla - La Mancha;1974M03;1435
08 Castilla - La Mancha;1974M02;1397
08 Castilla - La Mancha;1974M01;1669
08 Castilla - La Mancha;1973M12;1584
08 Castilla - La Mancha;1973M11;1166
08 Castilla - La Mancha;1973M10;1261
08 Castilla - La Mancha;1973M09;998
08 Castilla - La Mancha;1973M08;119
08 Castilla - La Mancha;1973M07;1129
08 Castilla - La Mancha;1973M06;1096
08 Castilla - La Mancha;1973M05;109
08 Castilla - La Mancha;1973M04;1185
08 Castilla - La Mancha;1973M03;1382
08 Castilla - La Mancha;1973M02;1612
08 Castilla - La Mancha;1973M01;2142
08 Castilla - La Mancha;1972M12;1491
08 Castilla - La Mancha;1972M11;1163
08 Castilla - La Mancha;1972M10;1212
08 Castilla - La Mancha;1972M09;104
08 Castilla - La Mancha;1972M08;1008
08 Castilla - La Mancha;1972M07;1133
08 Castilla - La Mancha;1972M06;1121
08 Castilla - La Mancha;1972M05;122
08 Castilla - La Mancha;1972M04;1317
08 Castilla - La Mancha;1972M03;1456
08 Castilla - La Mancha;1972M02;2011
08 Castilla - La Mancha;1972M01;1741
08 Castilla - La Mancha;1971M12;2168
08 Castilla - La Mancha;1971M11;1613
08 Castilla - La Mancha;1971M10;111
08 Castilla - La Mancha;1971M09;1061
08 Castilla - La Mancha;1971M08;109
08 Castilla - La Mancha;1971M07;1148
08 Castilla - La Mancha;1971M06;1311
08 Castilla - La Mancha;1971M05;1311
08 Castilla - La Mancha;1971M04;1369
08 Castilla - La Mancha;1971M03;1679
08 Castilla - La Mancha;1971M02;1513
08 Castilla - La Mancha;1971M01;1953
08 Castilla - La Mancha;1970M12;1654
08 Castilla - La Mancha;1970M11;1224
08 Castilla - La Mancha;1970M10;1217
08 Castilla - La Mancha;1970M09;1058
08 Castilla - La Mancha;1970M08;1173
08 Castilla - La Mancha;1970M07;1208
08 Castilla - La Mancha;1970M06;1099
08 Castilla - La Mancha;1970M05;1293
08 Castilla - La Mancha;1970M04;1303
08 Castilla - La Mancha;1970M03;1667
08 Castilla - La Mancha;1970M02;1492
08 Castilla - La Mancha;1970M01;1696
08 Castilla - La Mancha;1969M12;2147
08 Castilla - La Mancha;1969M11;19
08 Castilla - La Mancha;1969M10;1202
08 Castilla - La Mancha;1969M09;1083
08 Castilla - La Mancha;1969M08;1135
08 Castilla - La Mancha;1969M07;125
08 Castilla - La Mancha;1969M06;1226
08 Castilla - La Mancha;1969M05;1263
08 Castilla - La Mancha;1969M04;1341
08 Castilla - La Mancha;1969M03;1479
08 Castilla - La Mancha;1969M02;1536
08 Castilla - La Mancha;1969M01;1768
08 Castilla - La Mancha;1968M12;151
08 Castilla - La Mancha;1968M11;1227
08 Castilla - La Mancha;1968M10;1166
08 Castilla - La Mancha;1968M09;1058
08 Castilla - La Mancha;1968M08;1052
08 Castilla - La Mancha;1968M07;1163
08 Castilla - La Mancha;1968M06;1217
08 Castilla - La Mancha;1968M05;1247
08 Castilla - La Mancha;1968M04;1405
08 Castilla - La Mancha;1968M03;1918
08 Castilla - La Mancha;1968M02;1901
08 Castilla - La Mancha;1968M01;169
08 Castilla - La Mancha;1967M12;1743
08 Castilla - La Mancha;1967M11;1302
08 Castilla - La Mancha;1967M10;1067
08 Castilla - La Mancha;1967M09;1102
08 Castilla - La Mancha;1967M08;1118
08 Castilla - La Mancha;1967M07;1323
08 Castilla - La Mancha;1967M06;1196
08 Castilla - La Mancha;1967M05;1311
08 Castilla - La Mancha;1967M04;1288
08 Castilla - La Mancha;1967M03;1463
08 Castilla - La Mancha;1967M02;1593
08 Castilla - La Mancha;1967M01;1788
08 Castilla - La Mancha;1966M12;171
08 Castilla - La Mancha;1966M11;1411
08 Castilla - La Mancha;1966M10;1064
08 Castilla - La Mancha;1966M09;1054
08 Castilla - La Mancha;1966M08;1197
08 Castilla - La Mancha;1966M07;1169
08 Castilla - La Mancha;1966M06;1107
08 Castilla - La Mancha;1966M05;143
08 Castilla - La Mancha;1966M04;1496
08 Castilla - La Mancha;1966M03;155
08 Castilla - La Mancha;1966M02;1426
08 Castilla - La Mancha;1966M01;16
08 Castilla - La Mancha;1965M12;1584
08 Castilla - La Mancha;1965M11;1262
08 Castilla - La Mancha;1965M10;1125
08 Castilla - La Mancha;1965M09;1051
08 Castilla - La Mancha;1965M08;1038
08 Castilla - La Mancha;1965M07;1068
08 Castilla - La Mancha;1965M06;132
08 Castilla - La Mancha;1965M05;1365
08 Castilla - La Mancha;1965M04;1457
08 Castilla - La Mancha;1965M03;1774
08 Castilla - La Mancha;1965M02;1607
08 Castilla - La Mancha;1965M01;195
08 Castilla - La Mancha;1964M12;1735
08 Castilla - La Mancha;1964M11;1269
08 Castilla - La Mancha;1964M10;1151
08 Castilla - La Mancha;1964M09;1089
08 Castilla - La Mancha;1964M08;1084
08 Castilla - La Mancha;1964M07;1175
08 Castilla - La Mancha;1964M06;1083
08 Castilla - La Mancha;1964M05;1221
08 Castilla - La Mancha;1964M04;1515
08 Castilla - La Mancha;1964M03;1794
08 Castilla - La Mancha;1964M02;1789
08 Castilla - La Mancha;1964M01;1847
08 Castilla - La Mancha;1963M12;171
08 Castilla - La Mancha;1963M11;1241
08 Castilla - La Mancha;1963M10;1201
08 Castilla - La Mancha;1963M09;1123
08 Castilla - La Mancha;1963M08;1118
08 Castilla - La Mancha;1963M07;113
08 Castilla - La Mancha;1963M06;1298
08 Castilla - La Mancha;1963M05;1464
08 Castilla - La Mancha;1963M04;1529
08 Castilla - La Mancha;1963M03;197
08 Castilla - La Mancha;1963M02;2082
08 Castilla - La Mancha;1963M01;2033
08 Castilla - La Mancha;1962M12;2043
08 Castilla - La Mancha;1962M11;1463
08 Castilla - La Mancha;1962M10;1079
08 Castilla - La Mancha;1962M09;1113
08 Castilla - La Mancha;1962M08;121
08 Castilla - La Mancha;1962M07;1172
08 Castilla - La Mancha;1962M06;127
08 Castilla - La Mancha;1962M05;1247
08 Castilla - La Mancha;1962M04;1353
08 Castilla - La Mancha;1962M03;1706
08 Castilla - La Mancha;1962M02;1823
08 Castilla - La Mancha;1962M01;2468
08 Castilla - La Mancha;1961M12;1863
08 Castilla - La Mancha;1961M11;1388
08 Castilla - La Mancha;1961M10;1146
08 Castilla - La Mancha;1961M09;1128
08 Castilla - La Mancha;1961M08;129
08 Castilla - La Mancha;1961M07;1264
08 Castilla - La Mancha;1961M06;1316
08 Castilla - La Mancha;1961M05;1313
08 Castilla - La Mancha;1961M04;1396
08 Castilla - La Mancha;1961M03;1542
08 Castilla - La Mancha;1961M02;1628
08 Castilla - La Mancha;1961M01;1948
08 Castilla - La Mancha;1960M12;1919
08 Castilla - La Mancha;1960M11;1341
08 Castilla - La Mancha;1960M10;1311
08 Castilla - La Mancha;1960M09;113
08 Castilla - La Mancha;1960M08;1285
08 Castilla - La Mancha;1960M07;1195
08 Castilla - La Mancha;1960M06;1203
08 Castilla - La Mancha;1960M05;1399
08 Castilla - La Mancha;1960M04;1458
08 Castilla - La Mancha;1960M03;1606
08 Castilla - La Mancha;1960M02;1945
08 Castilla - La Mancha;1960M01;1901
08 Castilla - La Mancha;1959M12;1627
08 Castilla - La Mancha;1959M11;1244
08 Castilla - La Mancha;1959M10;1229
08 Castilla - La Mancha;1959M09;1129
08 Castilla - La Mancha;1959M08;1192
08 Castilla - La Mancha;1959M07;1448
08 Castilla - La Mancha;1959M06;1365
08 Castilla - La Mancha;1959M05;1444
08 Castilla - La Mancha;1959M04;1941
08 Castilla - La Mancha;1959M03;1842
08 Castilla - La Mancha;1959M02;1707
08 Castilla - La Mancha;1959M01;1997
08 Castilla - La Mancha;1958M12;1735
08 Castilla - La Mancha;1958M11;1367
08 Castilla - La Mancha;1958M10;1261
08 Castilla - La Mancha;1958M09;1304
08 Castilla - La Mancha;1958M08;129
08 Castilla - La Mancha;1958M07;1317
08 Castilla - La Mancha;1958M06;1221
08 Castilla - La Mancha;1958M05;1293
08 Castilla - La Mancha;1958M04;1497
08 Castilla - La Mancha;1958M03;1611
08 Castilla - La Mancha;1958M02;1566
08 Castilla - La Mancha;1958M01;2062
08 Castilla - La Mancha;1957M12;2125
08 Castilla - La Mancha;1957M11;2307
08 Castilla - La Mancha;1957M10;1878
08 Castilla - La Mancha;1957M09;1223
08 Castilla - La Mancha;1957M08;142
08 Castilla - La Mancha;1957M07;1338
08 Castilla - La Mancha;1957M06;1289
08 Castilla - La Mancha;1957M05;1391
08 Castilla - La Mancha;1957M04;1425
08 Castilla - La Mancha;1957M03;1772
08 Castilla - La Mancha;1957M02;2097
08 Castilla - La Mancha;1957M01;2149
08 Castilla - La Mancha;1956M12;1856
08 Castilla - La Mancha;1956M11;1488
08 Castilla - La Mancha;1956M10;1249
08 Castilla - La Mancha;1956M09;1233
08 Castilla - La Mancha;1956M08;1292
08 Castilla - La Mancha;1956M07;1451
08 Castilla - La Mancha;1956M06;134
08 Castilla - La Mancha;1956M05;1448
08 Castilla - La Mancha;1956M04;1569
08 Castilla - La Mancha;1956M03;1972
